X,Time,PopBio,Temp,Time_units,PopBio_units,Species,Medium,Rep,Citation,ID,logPopBio
45,310.84337349397606,0.6043163960188587,5,Hours,OD_595,Enterobacter.sp.,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",114,-0.5036573837323931
46,286.74698795180706,0.5956905884407198,5,Hours,OD_595,Enterobacter.sp.,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",114,-0.5180338936317465
47,263.8554216867471,0.6044525929806186,5,Hours,OD_595,Enterobacter.sp.,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",114,-0.5034320355251248
48,238.55421686747005,0.6114824515453118,5,Hours,OD_595,Enterobacter.sp.,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",114,-0.491869021657838
49,214.45783132530104,0.6098131657063037,5,Hours,OD_595,Enterobacter.sp.,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",114,-0.4946026544572043
50,190.36144578313204,0.5820569233455568,5,Hours,OD_595,Enterobacter.sp.,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",114,-0.5411870295977722
51,167.46987951807202,0.5838624061463248,5,Hours,OD_595,Enterobacter.sp.,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",114,-0.538089929827171
52,142.16867469879503,0.5769792212327577,5,Hours,OD_595,Enterobacter.sp.,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",114,-0.5499490248507982
53,118.07228915662604,0.5300925440894018,5,Hours,OD_595,Enterobacter.sp.,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",114,-0.634703676189344
54,93.97590361445783,0.4449449973808276,5,Hours,OD_595,Enterobacter.sp.,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",114,-0.809804605846577
55,69.87951807228914,0.3337104941505157,5,Hours,OD_595,Enterobacter.sp.,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",114,-1.09748144586038
56,46.98795180722894,0.2224724986904147,5,Hours,OD_595,Enterobacter.sp.,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",114,-1.5029517864065183
57,22.891566265060344,0.09732495198184091,5,Hours,OD_595,Enterobacter.sp.,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",114,-2.329699878865232
58,0.0,0.0591304347826094,5,Hours,OD_595,Enterobacter.sp.,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",114,-2.828009516181177
59,671.084337349398,0.4258809149642049,5,Hours,OD_595,Pantoea.agglomerans.1,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",164,-0.8535955141295561
60,646.987951807229,0.43638554216867487,5,Hours,OD_595,Pantoea.agglomerans.1,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",164,-0.8292291553413302
61,622.89156626506,0.4434119085035799,5,Hours,OD_595,Pantoea.agglomerans.1,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",164,-0.8132561249129887
62,600.0,0.45217391304347787,5,Hours,OD_595,Pantoea.agglomerans.1,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",164,-0.7936884097818235
63,574.698795180723,0.4574646411733888,5,Hours,OD_595,Pantoea.agglomerans.1,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",164,-0.7820556843060612
64,551.807228915663,0.45405273266980983,5,Hours,OD_595,Pantoea.agglomerans.1,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",164,-0.7895419364307361
65,527.7108433734941,0.4576008381351499,5,Hours,OD_595,Pantoea.agglomerans.1,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",164,-0.7817580073291749
66,503.61445783132507,0.47506198707874986,5,Hours,OD_595,Pantoea.agglomerans.1,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",164,-0.7443099843486067
67,479.5180722891571,0.4716535708049589,5,Hours,OD_595,Pantoea.agglomerans.1,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",164,-0.7515105230361913
68,455.42168674698803,0.47867993713986384,5,Hours,OD_595,Pantoea.agglomerans.1,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",164,-0.7367230945965764
69,431.3253012048191,0.48222804260520385,5,Hours,OD_595,Pantoea.agglomerans.1,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",164,-0.7293381593781213
70,407.22891566265105,0.4840370176357608,5,Hours,OD_595,Pantoea.agglomerans.1,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",164,-0.7255938924716453
71,384.33734939759006,0.48410337000174575,5,Hours,OD_595,Pantoea.agglomerans.1,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",164,-0.725456820685495
72,360.240963855422,0.4911297363366508,5,Hours,OD_595,Pantoea.agglomerans.1,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",164,-0.7110469572983461
73,334.93975903614506,0.48772481229264886,5,Hours,OD_595,Pantoea.agglomerans.1,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",164,-0.7180039414219771
74,312.048192771084,0.4982259472673299,5,Hours,OD_595,Pantoea.agglomerans.1,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",164,-0.6967015954803112
75,287.9518072289161,0.4878610092544089,5,Hours,OD_595,Pantoea.agglomerans.1,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",164,-0.7177247307987048
76,263.8554216867471,0.4931482451545308,5,Hours,OD_595,Pantoea.agglomerans.1,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",164,-0.7069454500300539
77,239.75903614457803,0.5123485245329139,5,Hours,OD_595,Pantoea.agglomerans.1,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",164,-0.6687501735435939
78,215.66265060241005,0.5106792386939057,5,Hours,OD_595,Pantoea.agglomerans.1,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",164,-0.6720135988004533
79,191.56626506024105,0.5246621267679418,5,Hours,OD_595,Pantoea.agglomerans.1,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",164,-0.6450007916303951
80,167.46987951807202,0.5056015365811068,5,Hours,OD_595,Pantoea.agglomerans.1,TSB,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",164,-0.6820063970300829
